asset_subgroup,sub_category,rank,isin,scheme_code,recommended_fund,selection_reason,custom_reason,pm_tenure_reason,returns_pctile_reason,consistency_reason,direct_regular_reason,div_growth_reason,worst_perf_reason,size_reason,excluded_subgroup_reason
short_debt,Liquid Fund,,INF194K01VZ4,108692,BANDHAN LIQUID Fund - Regular Plan - Daily IDCW,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01VX9,108690,BANDHAN LIQUID Fund - Regular Plan - Growth,,,,,,,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01WF4,108693,BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01WC1,115489,BANDHAN LIQUID Fund - Regular Plan - Periodic IDCW,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01WI8,108691,BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194KA14C0,139582,BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation",,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194KA15C7,139583,BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194KA12C4,139584,BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years,,,,,,,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194KA13C2,139585,BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01J36,118365,BANDHAN LIQUID Fund -Direct Plan -Monthly IDCW,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194KB1JT8,118367,BANDHAN LIQUID Fund -Direct Plan -Weekly IDCW,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01I60,118364,BANDHAN LIQUID Fund -Direct Plan-Growth,,,,,,,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF194K01J02,118363,BANDHAN LIQUID Fund -Direct Plan-Periodic IDCW,,,,,,,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF761K01785,119369,BANK OF INDIA Liquid Fund- Direct Plan- Growth,,,,,,,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF761K01306,109254,BANK OF INDIA Liquid Fund- Regular Plan- Growth,,,,,,,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF955L01AK2,119414,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF955L01AL0,119415,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation",,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF251K01SL8,119416,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF955L01468,111707,Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF955L01484,111704,Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation",,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF251K01SK0,111705,Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF955L01575,101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation",,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF955L01559,101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation",,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF760K01FU6,118305,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,,,,,,,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF760K01FT8,118304,CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),,,,,,,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF760K01FV4,118306,CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF760K01FY8,118308,CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
short_debt,Liquid Fund,,INF760K01CW9,109353,CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,,,,,,,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
